service_request_id,date_received,ward,service_type,status,response_days
SR-101590,2023-05-07,5,Rodent Inspection,In Progress,17
SR-100378,2023-10-12,2,Rodent Inspection,Closed,30
SR-100946,2023-12-20,4,Pothole,In Progress,24
SR-100408,2023-06-08,2,Illegal Dumping,In Progress,29
SR-103230,2023-04-12,8,Illegal Dumping,Resolved,7
SR-101279,2023-06-01,5,Trash Collection,Open,25
SR-101944,2023-08-07,6,Illegal Dumping,Resolved,3
SR-102751,2023-11-03,7,Streetlight Out,Open,11
SR-102725,2023-07-19,7,Pothole,Resolved,6
SR-102268,2023-06-01,6,Noise Complaint,Open,15
SR-100342,2023-02-28,2,Rodent Inspection,In Progress,303
SR-100601,2023-01-10,3,Streetlight Out,closed,17
SR-103085,2023-07-11,7,Illegal Dumping,Resolved,13
SR-102992,2023-06-03,7,Trash Collection,Resolved,18
SR-102172,2023-05-13,6,Noise Complaint,Closed,10
SR-100903,2023-02-19,4,Noise Complaint,Resolved,14
SR-102296,2023-02-17,6,POTHOLE,Resolved,4
SR-102748,2023-08-02,7,Noise Complaint,Closed,19
SR-101511,2023-10-23,5,Rodent Inspection,Open,3
SR-100049,2023-01-11,1,Illegal Dumping,Open,23
SR-101610,2023-03-17,5,POTHOLE,Resolved,6
SR-101629,2023-11-02,5,pothole,Closed,28
SR-102865,2023-02-24,7,Illegal Dumping,Closed,1
SR-100344,2023-09-28,2,Illegal Dumping,Open,9
SR-102443,2023-04-07,7,Trash Collection,In Progress,21
SR-103381,2023-03-21,8,Illegal Dumping,Closed,17
SR-100473,2023-10-22,2,Streetlight Out,Resolved,23
SR-102246,2023-01-28,,Streetlight Out,closed,1
SR-102516,2023-06-16,7,Streetlight Out,Open,5
SR-102468,2023-03-01,7,Trash Collection,In Progress,24
SR-100711,2023-11-15,3,Streetlight Out,Resolved,22
SR-102819,2023-06-05,7,pothole,Closed,27
SR-101633,2023-02-08,5,Streetlight Out,Open,6
SR-103082,2023-05-04,7,Streetlight Out,Closed,713
SR-102463,2023-04-18,7,POTHOLE,Open,18
SR-100985,2023-01-01,4,Pothole,Closed,15
SR-102427,2023-10-04,,Trash Collection,In Progress,23
SR-102592,2023-08-06,7,Noise Complaint,closed,2
SR-102483,0000-00-00,7,Rodent Inspection,Resolved,17
SR-102483,0000-00-00,7,Rodent Inspection,Resolved,17
SR-101074,2023-07-03,4,Streetlight Out,Resolved,26
SR-100519,2023-11-27,3,Streetlight Out,Resolved,19
SR-101041,2023-10-20,4,POTHOLE,In Progress,26
SR-100638,2023-09-20,3,POTHOLE,closed,17
SR-102676,2023-07-01,7,Streetlight Out,closed,26
SR-100626,2023-05-07,3,POTHOLE,Closed,9
SR-101544,2023-08-20,5,Pothole,closed,1
SR-100507,2023-09-11,3,Illegal Dumping,Resolved,18
SR-102542,2023-05-10,7,Illegal Dumping,Open,761
SR-101065,2023-07-13,4,pothole,Open,25
SR-101288,2023-07-19,5,Rodent Inspection,In Progress,5
SR-102899,2023-02-06,7,Illegal Dumping,Open,28
SR-102895,2023-02-24,7,Rodent Inspection,Closed,13
SR-100524,2023-06-02,3,Streetlight Out,In Progress,22
SR-102974,2023-08-06,7,Pothole,Open,13
SR-103095,2023-02-13,7,pothole,In Progress,12
SR-101223,2023-03-13,4,Trash Collection,Open,20
SR-103053,2023-08-27,7,POTHOLE,closed,26
SR-102171,2023-09-04,6,Trash Collection,Open,4
SR-100731,2023-09-05,3,pothole,Resolved,21
SR-101517,2023-02-26,5,Trash Collection,Open,25
SR-103383,2023-01-07,8,Illegal Dumping,Resolved,29
SR-100368,N/A,2,Illegal Dumping,Resolved,24
SR-102971,2023-03-10,7,Streetlight Out,In Progress,314
SR-101819,N/A,6,POTHOLE,In Progress,1
SR-102581,2023-08-08,7,Rodent Inspection,Open,13
SR-100280,2023-08-09,2,Streetlight Out,Open,12
SR-100323,2023-07-02,2,Noise Complaint,closed,28
SR-101430,2023-07-08,5,Illegal Dumping,Closed,28
SR-102434,N/A,7,Streetlight Out,Resolved,4
SR-102766,2023-06-11,7,Streetlight Out,Resolved,16
SR-100943,2023-03-03,4,Pothole,Open,1
SR-101421,2023-06-13,5,Rodent Inspection,Open,5
SR-103255,2023-04-03,8,Illegal Dumping,Open,13
SR-103040,N/A,7,POTHOLE,closed,30
SR-103096,2023-06-13,7,Pothole,Open,15
SR-101181,2023-02-07,4,Streetlight Out,Closed,23
SR-100789,2023-02-26,3,Pothole,In Progress,13
SR-101620,2023-02-09,,Noise Complaint,Closed,8
SR-100247,2023-11-24,2,pothole,In Progress,7
SR-102001,2023-08-12,6,Streetlight Out,closed,22
SR-103384,N/A,8,Streetlight Out,closed,6
SR-101657,2023-03-12,5,Rodent Inspection,Closed,6
SR-101388,,5,Streetlight Out,closed,3
SR-102269,2023-03-18,6,Streetlight Out,closed,1
SR-102811,2023-12-16,7,Illegal Dumping,Closed,21
SR-102234,2023-09-21,6,Noise Complaint,closed,17
SR-101188,2023-10-28,4,Illegal Dumping,In Progress,5
SR-102624,2023-11-06,7,POTHOLE,Closed,6
SR-101328,2023-03-10,5,Noise Complaint,Closed,10
SR-101316,2023-11-18,5,Trash Collection,Resolved,28
SR-102040,2023-06-06,6,Noise Complaint,Resolved,27
SR-101834,2023-10-22,6,Trash Collection,Closed,11
SR-102476,2023-05-25,7,Trash Collection,Resolved,19
SR-100661,2023-04-17,3,Illegal Dumping,Closed,29
SR-100470,2023-03-20,2,Illegal Dumping,Closed,23
SR-100641,2023-03-08,3,Rodent Inspection,In Progress,17
SR-101602,2023-03-13,5,Trash Collection,Closed,16
SR-101711,2023-03-28,5,Noise Complaint,Open,11
SR-100900,2023-05-07,4,Illegal Dumping,closed,5
SR-102119,2023-10-12,6,Noise Complaint,Resolved,378
SR-101742,2023-08-23,5,Rodent Inspection,Open,25
SR-100748,2023-08-20,3,Pothole,Open,11
SR-100148,2023-01-04,1,Streetlight Out,Closed,21
SR-100992,2023-07-28,4,POTHOLE,Resolved,18
SR-102328,2023-12-06,6,Trash Collection,Open,28
SR-102020,2023-11-15,6,Trash Collection,closed,8
SR-100677,2023-10-15,3,Noise Complaint,closed,29
SR-101227,,4,Pothole,Resolved,2
SR-100293,2023-06-20,2,Streetlight Out,Open,24
SR-102202,2023-02-03,6,pothole,closed,26
SR-103398,2023-06-20,8,Noise Complaint,In Progress,3
SR-102881,2023-02-19,7,Streetlight Out,In Progress,7
SR-102799,2023-11-17,7,Pothole,Closed,18
SR-101345,2023-09-23,5,Pothole,Open,30
SR-101259,2023-09-14,4,Streetlight Out,Closed,23
SR-100152,,1,Illegal Dumping,In Progress,26
SR-101059,2023-10-09,4,Streetlight Out,In Progress,19
SR-100818,2023-07-23,3,POTHOLE,In Progress,12
SR-102260,2023-06-28,6,Streetlight Out,Resolved,19
SR-101409,2023-09-25,5,Trash Collection,In Progress,29
SR-103160,2023-01-20,8,Noise Complaint,closed,18
SR-102988,2023-03-27,7,Trash Collection,closed,19
SR-100777,2023-07-18,3,Trash Collection,In Progress,16
SR-102127,N/A,6,Illegal Dumping,Open,23
SR-103374,2023-04-21,8,Trash Collection,Resolved,28
SR-100841,2023-10-19,3,pothole,Closed,7
SR-103042,2023-02-16,7,Illegal Dumping,In Progress,26
SR-101877,2023-07-11,6,Streetlight Out,Resolved,28
SR-101827,2023-12-05,6,POTHOLE,closed,12
SR-102437,0000-00-00,7,Illegal Dumping,Resolved,17
SR-102705,2023-09-13,7,Rodent Inspection,In Progress,11
SR-103379,2023-07-01,8,Streetlight Out,Open,22
SR-100351,2023-02-17,2,Streetlight Out,In Progress,18
SR-102842,2023-05-13,7,Trash Collection,In Progress,8
SR-102352,2023-08-07,6,Trash Collection,closed,23
SR-103261,2023-03-28,8,Streetlight Out,Resolved,7
SR-103193,2023-10-18,8,Illegal Dumping,In Progress,6
SR-102266,2023-06-02,6,Noise Complaint,closed,3
SR-101280,,5,Streetlight Out,In Progress,19
SR-102668,2023-12-28,7,POTHOLE,Closed,2
SR-100418,2023-09-14,2,Noise Complaint,Closed,24
SR-101402,2023-06-28,5,Rodent Inspection,Closed,20
SR-101518,2023-09-15,5,Illegal Dumping,Resolved,15
SR-103265,2023-11-16,8,Illegal Dumping,closed,30
SR-100714,2023-10-08,3,Streetlight Out,In Progress,3
SR-100312,2023-09-01,2,Illegal Dumping,In Progress,1
SR-101315,2023-12-11,5,POTHOLE,In Progress,10
SR-101933,2023-04-19,6,Pothole,closed,23
SR-103321,2023-01-15,8,Rodent Inspection,closed,417
SR-101717,2023-08-04,5,Rodent Inspection,Closed,15
SR-101271,2023-05-24,5,Trash Collection,Open,29
SR-100765,N/A,3,Illegal Dumping,In Progress,10
SR-101174,2023-11-06,4,Noise Complaint,Closed,30
SR-101385,2023-12-06,5,Illegal Dumping,In Progress,3
SR-100635,2023-11-02,3,Trash Collection,In Progress,15
SR-100636,2023-07-11,3,Streetlight Out,In Progress,19
SR-103226,2023-04-13,8,Trash Collection,Open,20
SR-103172,2023-06-22,8,Rodent Inspection,Open,6
SR-101606,2023-08-21,,pothole,Open,21
SR-100833,2023-09-21,3,Rodent Inspection,In Progress,6
SR-100893,2023-03-19,,Streetlight Out,Closed,29
SR-102271,0000-00-00,6,Streetlight Out,closed,21
SR-100508,2023-03-26,3,POTHOLE,Closed,17
SR-100915,2023-11-14,4,Noise Complaint,In Progress,14
SR-101103,2023-07-11,4,Illegal Dumping,closed,29
SR-101264,2023-04-26,5,Rodent Inspection,Closed,26
SR-100098,2023-12-15,1,Rodent Inspection,In Progress,24
SR-102432,2023-12-10,7,Noise Complaint,Open,21
SR-100292,0000-00-00,2,pothole,Closed,8
SR-103329,2023-01-06,8,Illegal Dumping,Open,19
SR-102167,2023-03-03,6,Noise Complaint,Resolved,11
SR-101578,2023-01-13,5,Rodent Inspection,Open,25
SR-100377,,2,Pothole,Resolved,28
SR-100099,2023-09-06,1,Pothole,Resolved,6
SR-100852,2023-06-28,3,POTHOLE,Open,21
SR-100366,2023-03-27,2,Rodent Inspection,In Progress,8
SR-103004,2023-10-20,7,Streetlight Out,In Progress,28
SR-100682,2023-04-14,3,Streetlight Out,Resolved,16
SR-101194,2023-04-09,4,POTHOLE,Resolved,22
SR-101595,2023-02-13,5,Rodent Inspection,closed,4
SR-100012,2023-09-04,1,Trash Collection,Closed,2
SR-102422,2023-11-14,7,Rodent Inspection,Open,16
SR-101785,2023-12-25,6,Trash Collection,Resolved,14
SR-102062,2023-04-14,6,POTHOLE,In Progress,1
SR-100313,2023-02-14,2,pothole,In Progress,1
SR-100588,2023-07-24,3,Streetlight Out,Closed,21
SR-101025,2023-12-17,4,Illegal Dumping,Closed,24
SR-102298,N/A,6,Illegal Dumping,Open,23
SR-100844,2023-12-03,3,Illegal Dumping,In Progress,30
SR-101884,2023-11-02,6,POTHOLE,Closed,15
SR-102195,2023-03-01,6,POTHOLE,Resolved,23
SR-103000,2023-05-10,7,Noise Complaint,Open,25
SR-101476,2023-08-20,5,Streetlight Out,Closed,12
SR-102585,2023-10-26,7,Trash Collection,Resolved,22
SR-103064,2023-08-01,7,Illegal Dumping,Open,19
SR-103141,2023-11-19,8,POTHOLE,closed,6
SR-103262,2023-03-17,8,Streetlight Out,Closed,11
SR-101573,2023-03-20,,POTHOLE,Resolved,6
SR-101863,2023-06-03,6,Pothole,Closed,15
SR-100007,2023-03-11,1,Trash Collection,Open,13
SR-103182,2023-12-04,,Illegal Dumping,closed,17
SR-100496,2023-03-05,3,Streetlight Out,Resolved,22
SR-102327,2023-04-02,6,Rodent Inspection,Closed,13
SR-100170,2023-08-18,1,Noise Complaint,closed,9
SR-102330,2023-04-25,6,Pothole,Open,30
SR-102274,2023-01-26,6,Rodent Inspection,Resolved,14
SR-102728,2023-06-19,7,pothole,closed,20
SR-101962,2023-10-25,6,pothole,In Progress,10
SR-100182,2023-09-18,2,Illegal Dumping,In Progress,22
SR-100116,2023-08-06,1,Illegal Dumping,Resolved,13
SR-100287,2023-04-10,2,Noise Complaint,Resolved,5
SR-101831,2023-01-11,6,Noise Complaint,Open,9
SR-102937,2023-06-19,7,pothole,Resolved,15
SR-101482,2023-11-19,5,Streetlight Out,closed,20
SR-101295,2023-02-10,5,pothole,Resolved,28
SR-100478,2023-12-26,2,Rodent Inspection,closed,16
SR-102285,2023-09-25,,Rodent Inspection,In Progress,26
SR-101709,2023-01-02,5,Noise Complaint,In Progress,21
SR-102892,2023-12-10,7,Rodent Inspection,In Progress,30
SR-100475,2023-06-02,2,Rodent Inspection,Closed,29
SR-103181,2023-01-10,8,Pothole,In Progress,13
SR-102613,2023-01-27,7,Illegal Dumping,In Progress,29
SR-102414,2023-07-10,7,Illegal Dumping,Closed,18
SR-100040,2023-12-20,1,Rodent Inspection,Resolved,17
SR-102633,2023-08-19,7,Streetlight Out,Closed,23
SR-102583,2023-03-09,7,Streetlight Out,In Progress,23
SR-100279,2023-11-16,2,Rodent Inspection,Closed,22
SR-103271,2023-06-10,8,POTHOLE,Resolved,25
SR-102010,,6,pothole,Closed,19
SR-101660,2023-09-26,5,POTHOLE,Resolved,17
SR-101558,2023-10-25,5,Streetlight Out,Closed,16
SR-101419,2023-09-26,5,Streetlight Out,Closed,2
SR-102780,2023-08-13,7,Illegal Dumping,In Progress,30
SR-100803,2023-06-27,3,Noise Complaint,In Progress,3
SR-100079,2023-03-26,1,Streetlight Out,closed,25
SR-102803,2023-12-13,7,pothole,Closed,22
SR-102271,0000-00-00,6,Streetlight Out,closed,21
SR-100511,,3,Streetlight Out,closed,22
SR-101652,2023-01-12,5,Trash Collection,Open,3
SR-102198,2023-10-21,6,Illegal Dumping,closed,28
SR-102044,2023-05-15,6,Rodent Inspection,closed,26
SR-102430,2023-01-26,7,pothole,Open,15
SR-102966,2023-07-08,7,Trash Collection,Resolved,23
SR-100545,2023-07-24,3,Illegal Dumping,closed,3
SR-100941,2023-08-10,4,Illegal Dumping,closed,22
SR-100357,2023-12-04,2,Noise Complaint,Resolved,13
SR-101460,2023-11-14,5,Rodent Inspection,Open,19
SR-102154,2023-07-04,6,Noise Complaint,In Progress,29
SR-102424,2023-07-05,7,pothole,Open,22
SR-101444,2023-12-10,5,Rodent Inspection,Resolved,8
SR-101634,2023-12-10,5,POTHOLE,Open,30
SR-103360,2023-04-18,8,pothole,Resolved,16
SR-102379,2023-08-08,6,Illegal Dumping,Open,7
SR-101704,0000-00-00,5,POTHOLE,In Progress,14
SR-101729,2023-04-18,5,Trash Collection,Resolved,11
SR-101344,2023-07-21,5,pothole,closed,14
SR-102303,2023-10-13,6,Trash Collection,Closed,24
SR-102888,2023-01-13,7,Illegal Dumping,Resolved,7
SR-100570,2023-10-16,3,Streetlight Out,Open,15
SR-102129,2023-05-05,6,Noise Complaint,closed,24
SR-100178,2023-10-26,1,Illegal Dumping,Closed,17
SR-101504,2023-07-19,5,Streetlight Out,Resolved,5
SR-102657,2023-01-23,7,Noise Complaint,In Progress,386
SR-102411,2023-02-10,,Pothole,Closed,24
SR-100160,2023-02-06,1,Noise Complaint,closed,24
SR-100795,2023-02-08,3,POTHOLE,Closed,12
SR-100124,2023-10-14,1,Pothole,In Progress,21
SR-103102,2023-01-16,7,POTHOLE,closed,14
SR-101362,2023-01-05,5,Illegal Dumping,Resolved,21
SR-100909,2023-04-23,4,Rodent Inspection,Closed,26
SR-103415,2023-12-25,8,Trash Collection,In Progress,23
SR-102716,0000-00-00,7,POTHOLE,Closed,17
SR-101617,2023-06-06,5,Trash Collection,In Progress,26
SR-101889,2023-11-19,6,pothole,Resolved,21
SR-102148,2023-10-18,6,Illegal Dumping,In Progress,21
SR-100317,2023-05-21,2,Trash Collection,Open,7
SR-102249,2023-05-02,6,Trash Collection,In Progress,785
SR-100982,2023-04-23,4,Noise Complaint,closed,30
SR-102362,2023-01-24,6,pothole,closed,10
SR-101886,2023-01-02,6,pothole,In Progress,17
SR-100142,2023-05-23,1,Trash Collection,Resolved,29
SR-100676,2023-04-02,3,Pothole,Closed,12
SR-100045,2023-11-21,1,Rodent Inspection,closed,18
SR-100447,2023-01-04,2,POTHOLE,Closed,5
SR-100768,2023-05-25,3,pothole,In Progress,1
SR-102150,2023-12-16,6,Trash Collection,In Progress,14
SR-100689,2023-05-24,3,Noise Complaint,Open,5
SR-100889,2023-09-11,3,Pothole,Closed,4
SR-102381,2023-06-02,,Illegal Dumping,closed,4
SR-101526,2023-07-16,5,Illegal Dumping,Closed,14
SR-101164,2023-12-10,4,Trash Collection,Open,2
SR-102557,2023-04-22,7,Illegal Dumping,Open,7
SR-101780,2023-07-05,6,Trash Collection,Resolved,4
SR-102508,2023-03-27,7,Streetlight Out,Open,2
SR-102199,2023-05-14,6,Illegal Dumping,Closed,12
SR-101060,2023-01-12,4,Trash Collection,In Progress,11
SR-101197,2023-08-19,4,Rodent Inspection,In Progress,23
SR-100842,2023-10-10,3,Noise Complaint,closed,29
SR-102242,2023-08-26,,pothole,Closed,14
SR-101627,2023-11-17,5,POTHOLE,Resolved,26
SR-101239,2023-04-01,4,POTHOLE,Closed,1
SR-101070,2023-12-09,4,Streetlight Out,Open,11
SR-101034,2023-03-20,4,pothole,closed,12
SR-101881,2023-02-19,6,Streetlight Out,Open,11
SR-101790,2023-01-27,6,Illegal Dumping,Closed,17
SR-102239,2023-08-05,6,Trash Collection,closed,6
SR-100517,2023-03-11,3,pothole,In Progress,19
SR-101542,2023-02-06,5,Illegal Dumping,In Progress,2
SR-100573,2023-02-16,3,Noise Complaint,Open,7
SR-100374,2023-09-02,2,Streetlight Out,Closed,9
SR-103274,2023-10-27,8,Illegal Dumping,Resolved,12
SR-101600,2023-06-21,5,Rodent Inspection,Open,7
SR-101033,2023-04-15,4,Trash Collection,In Progress,11
SR-102924,2023-04-05,7,Trash Collection,In Progress,17
SR-102383,2023-08-13,,Noise Complaint,In Progress,575
SR-101307,2023-12-13,5,Pothole,closed,28
SR-101697,2023-12-18,5,Illegal Dumping,Resolved,15
SR-102915,2023-09-05,7,Trash Collection,closed,25
SR-100161,2023-01-01,1,Trash Collection,In Progress,25
SR-102394,2023-10-13,6,Pothole,closed,2
SR-101986,2023-07-24,6,Trash Collection,Resolved,17
SR-103298,2023-11-08,8,Pothole,In Progress,10
SR-103301,2023-05-28,8,Noise Complaint,Open,6
SR-102841,2023-04-22,7,pothole,Open,11
SR-103109,2023-04-04,7,POTHOLE,Resolved,7
SR-102093,2023-03-03,6,Trash Collection,closed,20
SR-100224,2023-06-14,2,pothole,Closed,15
SR-101642,2023-02-09,5,pothole,Resolved,22
SR-101095,2023-09-10,4,Streetlight Out,Open,21
SR-102978,2023-10-02,7,Streetlight Out,Open,29
SR-100103,2023-04-01,1,Illegal Dumping,Closed,13
SR-101294,2023-06-28,5,Streetlight Out,closed,22
SR-102848,2023-02-02,7,Trash Collection,Open,24
SR-100171,2023-07-02,1,Rodent Inspection,In Progress,30
SR-100457,2023-08-03,2,Illegal Dumping,Resolved,29
SR-102456,2023-03-26,7,Streetlight Out,closed,24
SR-103084,2023-10-12,7,Streetlight Out,Resolved,26
SR-102538,2023-01-07,7,Rodent Inspection,Open,19
SR-100115,2023-03-03,1,Rodent Inspection,Closed,19
SR-100699,2023-01-27,3,Streetlight Out,Resolved,27
SR-100616,2023-08-07,3,Rodent Inspection,closed,16
SR-100250,2023-03-25,2,Illegal Dumping,Closed,2
SR-102746,2023-09-12,7,Pothole,In Progress,5
SR-101372,2023-08-11,5,Streetlight Out,Open,21
SR-100432,2023-04-20,2,Streetlight Out,Open,16
SR-103048,2023-09-22,7,Illegal Dumping,Open,556
SR-101964,2023-07-11,6,Noise Complaint,closed,4
SR-103393,,8,Noise Complaint,Closed,8
SR-102259,2023-10-28,6,Rodent Inspection,Open,9
SR-101219,2023-06-11,4,Noise Complaint,In Progress,2
SR-103192,2023-11-16,8,Noise Complaint,Open,24
SR-101895,2023-07-16,6,pothole,Closed,24
SR-102403,2023-07-22,7,Streetlight Out,Open,8
SR-102076,2023-06-22,6,Trash Collection,Resolved,8
SR-100296,2023-05-20,2,Streetlight Out,Open,14
SR-101677,2023-08-03,5,Illegal Dumping,Closed,6
SR-100284,2023-09-23,2,Trash Collection,closed,5
SR-102829,2023-04-07,7,pothole,closed,23
SR-102023,2023-02-10,6,Noise Complaint,Closed,12
SR-101423,2023-10-14,5,Illegal Dumping,Closed,21
SR-101644,0000-00-00,5,Pothole,Resolved,19
SR-101859,2023-06-20,6,POTHOLE,closed,16
SR-101667,2023-05-10,5,Illegal Dumping,In Progress,16
SR-101970,2023-05-14,6,Trash Collection,closed,22
SR-100485,N/A,3,Streetlight Out,In Progress,11
SR-101061,2023-10-27,4,Noise Complaint,closed,14
SR-103211,2023-02-24,8,Streetlight Out,In Progress,12
SR-102951,2023-04-26,7,Pothole,Closed,1
SR-102363,2023-07-22,6,Illegal Dumping,In Progress,30
SR-102311,2023-05-11,6,Trash Collection,Open,17
SR-100120,2023-08-13,1,Illegal Dumping,In Progress,18
SR-101291,2023-05-02,5,Illegal Dumping,In Progress,21
SR-100906,2023-05-05,4,Illegal Dumping,Closed,13
SR-102980,2023-05-25,7,pothole,In Progress,28
SR-101892,2023-11-14,6,Illegal Dumping,Open,21
SR-102190,2023-10-22,6,Illegal Dumping,closed,18
SR-101159,2023-06-18,4,Streetlight Out,Closed,5
SR-101093,,4,Trash Collection,Open,16
SR-101155,2023-12-25,4,POTHOLE,Closed,22
SR-102428,2023-08-07,7,pothole,closed,6
SR-101570,2023-12-14,5,Illegal Dumping,In Progress,3
SR-100594,0000-00-00,3,Trash Collection,In Progress,27
SR-101422,2023-11-17,5,Illegal Dumping,Open,15
SR-102255,2023-12-01,6,pothole,Open,28
SR-101495,2023-04-24,5,Streetlight Out,Resolved,9
SR-102930,2023-08-24,7,Trash Collection,Resolved,11
SR-102491,2023-03-27,7,Rodent Inspection,Open,6
SR-101407,2023-07-25,5,Streetlight Out,Closed,5
SR-101355,2023-03-10,5,Streetlight Out,closed,29
SR-103001,2023-12-26,7,Trash Collection,Resolved,16
SR-101413,2023-12-25,5,Noise Complaint,Closed,26
SR-101063,2023-05-21,4,Streetlight Out,Open,21
SR-100307,2023-06-28,2,Streetlight Out,Closed,21
SR-102210,2023-01-12,6,POTHOLE,Resolved,3
SR-101618,2023-01-14,5,Pothole,Resolved,11
SR-101100,2023-05-19,4,Trash Collection,Closed,19
SR-101732,2023-04-04,,Rodent Inspection,closed,2
SR-100820,2023-04-26,3,pothole,Closed,12
SR-101230,2023-08-28,4,Rodent Inspection,Closed,14
SR-102382,0000-00-00,6,Illegal Dumping,In Progress,791
SR-102287,2023-06-23,6,POTHOLE,Resolved,1
SR-103361,2023-07-10,,Illegal Dumping,Closed,12
SR-101110,2023-06-05,4,Streetlight Out,Closed,22
SR-101152,2023-08-03,4,Trash Collection,Open,8
SR-102802,2023-07-05,7,Illegal Dumping,Closed,22
SR-100608,2023-08-19,3,Trash Collection,Open,9
SR-101268,2023-04-04,5,Rodent Inspection,In Progress,23
SR-100673,2023-05-22,3,Trash Collection,closed,12
SR-102796,2023-02-09,7,Streetlight Out,Open,18
SR-101615,2023-02-22,5,Trash Collection,Open,9
SR-102540,2023-11-25,7,Illegal Dumping,closed,19
SR-102392,2023-08-28,6,Noise Complaint,Open,19
SR-100551,2023-01-24,3,Streetlight Out,In Progress,29
SR-101185,2023-09-21,4,Pothole,Closed,16
SR-100526,2023-02-05,3,Streetlight Out,Closed,696
SR-103158,2023-02-20,8,Illegal Dumping,closed,23
SR-103357,2023-09-28,8,Rodent Inspection,Closed,29
SR-100000,2023-10-07,1,Illegal Dumping,Open,8
SR-101266,2023-07-01,5,Illegal Dumping,closed,25
SR-102465,2023-07-11,7,Illegal Dumping,Open,17
SR-101286,2023-02-14,5,Trash Collection,Closed,2
SR-103065,,7,Streetlight Out,In Progress,1
SR-101096,2023-04-11,,Streetlight Out,In Progress,27
SR-100188,2023-03-10,2,Illegal Dumping,Open,16
SR-100639,2023-01-24,3,pothole,Resolved,719
SR-101118,2023-06-02,4,Illegal Dumping,Resolved,29
SR-102180,2023-05-21,6,Rodent Inspection,Resolved,29
SR-102875,2023-10-19,7,Streetlight Out,closed,19
SR-100583,2023-05-18,3,Illegal Dumping,Open,13
SR-102216,2023-04-06,6,Trash Collection,Resolved,23
SR-102774,2023-06-25,7,pothole,Resolved,29
SR-103203,2023-12-15,8,Trash Collection,In Progress,9
SR-101664,2023-09-19,5,pothole,closed,14
SR-101082,2023-04-17,4,Noise Complaint,In Progress,5
SR-100392,2023-07-21,2,Illegal Dumping,Closed,28
SR-101017,2023-08-10,4,Trash Collection,Closed,13
SR-101190,2023-01-01,4,Noise Complaint,Open,10
SR-102755,2023-11-02,7,Pothole,Closed,22
SR-100257,2023-04-28,2,Trash Collection,Resolved,28
SR-102894,2023-08-21,7,Noise Complaint,Open,2
SR-101454,2023-08-11,5,Rodent Inspection,Closed,29
SR-102366,2023-03-21,6,POTHOLE,closed,9
SR-100725,2023-01-16,3,Illegal Dumping,Resolved,22
SR-101942,2023-11-17,6,pothole,Closed,27
SR-103166,2023-10-14,8,Illegal Dumping,Resolved,26
SR-100394,2023-11-10,2,Pothole,Closed,26
SR-102090,2023-06-24,6,Rodent Inspection,closed,26
SR-102423,2023-03-16,7,pothole,closed,30
SR-101585,2023-06-08,5,Illegal Dumping,Resolved,24
SR-102693,2023-04-26,7,Noise Complaint,In Progress,22
SR-100249,2023-04-15,2,POTHOLE,In Progress,29
SR-101733,2023-10-21,5,Streetlight Out,closed,9
SR-102579,2023-08-26,7,Rodent Inspection,Closed,19
SR-102049,2023-09-09,6,POTHOLE,Resolved,30
SR-100954,2023-12-23,4,POTHOLE,closed,1
SR-103023,2023-03-01,7,pothole,Open,17
SR-101702,2023-07-15,5,Rodent Inspection,Open,24
SR-101075,2023-03-25,4,pothole,In Progress,14
SR-102314,2023-09-24,6,Illegal Dumping,Closed,4
SR-100503,2023-02-08,3,Noise Complaint,Closed,27
SR-101247,2023-12-18,4,Illegal Dumping,In Progress,24
SR-100167,2023-03-07,1,Noise Complaint,Open,12
SR-103040,N/A,7,POTHOLE,closed,30
SR-101970,2023-05-14,6,Trash Collection,closed,22
SR-100129,2023-03-24,1,POTHOLE,closed,11
SR-100300,2023-03-22,2,Illegal Dumping,Open,23
SR-100448,2023-01-24,2,pothole,In Progress,19
SR-100860,2023-11-28,3,Trash Collection,Open,5
SR-101720,,5,Streetlight Out,Resolved,3
SR-101429,2023-10-10,5,Noise Complaint,Resolved,692
SR-101365,2023-02-01,5,POTHOLE,In Progress,3
SR-100384,2023-02-12,2,Trash Collection,closed,8
SR-100126,2023-07-07,1,pothole,In Progress,3
SR-103278,2023-02-02,8,Trash Collection,Closed,4
SR-102883,2023-05-23,7,Noise Complaint,Closed,11
SR-102941,2023-08-18,7,Rodent Inspection,Open,25
SR-102039,2023-09-15,6,Streetlight Out,closed,27
SR-102731,2023-08-25,7,Pothole,Resolved,10
SR-102636,2023-04-23,7,pothole,In Progress,10
SR-102962,2023-05-03,7,Illegal Dumping,Closed,13
SR-101042,2023-03-26,4,POTHOLE,Open,604
SR-100637,2023-03-10,3,POTHOLE,Resolved,6
SR-103092,2023-01-16,7,Illegal Dumping,Closed,6
SR-102549,2023-02-08,7,Streetlight Out,closed,15
SR-103389,2023-12-14,8,Streetlight Out,Closed,4
SR-101534,2023-10-02,5,Illegal Dumping,Closed,14
SR-102993,2023-06-16,7,Trash Collection,Resolved,2
SR-102065,2023-04-19,6,Pothole,Resolved,28
SR-101944,2023-08-07,6,Illegal Dumping,Resolved,3
SR-100397,2023-01-24,,Rodent Inspection,In Progress,20
SR-100680,2023-06-26,3,Rodent Inspection,Closed,20
SR-101857,2023-04-09,6,Trash Collection,closed,12
SR-102264,2023-11-23,6,Trash Collection,Resolved,19
